,rolling_volatility
2020-07-16,0.26949061566199767
2020-07-17,0.2710164052065625
2020-07-20,0.2791302152012274
2020-07-21,0.2805187168967183
2020-07-22,0.2800325396205867
2020-07-23,0.2797283983555586
2020-07-24,0.2790319775072183
2020-07-27,0.24154650676694034
2020-07-28,0.2470746983241627
2020-07-29,0.2401836526158746
2020-07-30,0.23925762304281656
2020-07-31,0.2382128984174767
2020-08-03,0.24034063014532348
2020-08-04,0.2122575663141271
2020-08-05,0.2091825331453259
2020-08-06,0.21060375341509197
2020-08-07,0.21280193104399608
2020-08-10,0.2025744124698808
2020-08-11,0.20296902833889366
2020-08-12,0.22308523749884054
2020-08-13,0.22301774298271757
2020-08-14,0.22065957498951935
2020-08-17,0.22268312683864283
2020-08-18,0.20968670001558185
2020-08-19,0.20973020047493132
2020-08-20,0.21255489808084532
2020-08-21,0.18057458179218427
2020-08-24,0.17275120546362463
2020-08-25,0.16739355046303636
2020-08-26,0.1569624407549032
2020-08-27,0.15382468090362042
2020-08-28,0.14922649727208862
2020-08-31,0.14991184181359232
2020-09-01,0.14859635322647013
2020-09-02,0.14817551289473982
2020-09-03,0.22660731171286852
2020-09-04,0.22790603055387665
2020-09-07,0.22570711983452083
2020-09-08,0.28624051924485205
2020-09-09,0.30047843045875283
2020-09-10,0.2946798523149904
2020-09-11,0.2954026282547917
2020-09-14,0.30548657238161403
2020-09-15,0.3038380290610251
2020-09-16,0.30713473664868535
2020-09-17,0.3120072746649323
2020-09-18,0.30947414124641387
2020-09-21,0.307172907907636
2020-09-22,0.30632503204809025
2020-09-23,0.32992674090370355
2020-09-24,0.3236995630041673
2020-09-25,0.339764756575377
2020-09-28,0.3450622202814694
2020-09-29,0.3413717617811489
2020-09-30,0.34381555758087423
2020-10-01,0.34480111863278395
2020-10-02,0.32427555160145255
2020-10-05,0.33574040210309364
2020-10-06,0.3410607828008072
2020-10-07,0.30203195074116246
2020-10-08,0.281644616365278
2020-10-09,0.27297886355745016
2020-10-12,0.28461988846030134
2020-10-13,0.2760930851471972
2020-10-14,0.2758338716396095
2020-10-15,0.27158522357199666
2020-10-16,0.2651189160299379
2020-10-19,0.2749910057635719
2020-10-20,0.27482063862135886
2020-10-21,0.2747331585903223
2020-10-22,0.23301998792360543
2020-10-23,0.23272848509165353
2020-10-26,0.23203167488106113
2020-10-27,0.22607010085375787
2020-10-28,0.2780865163396403
2020-10-29,0.2860008929659462
2020-10-30,0.29488422789290475
2020-11-02,0.28430567104238913
2020-11-03,0.2812236256554511
2020-11-04,0.2982998251027739
2020-11-05,0.303141746906437
2020-11-06,0.30289901001922004
2020-11-09,0.30518443631590714
2020-11-10,0.2962759516623668
2020-11-11,0.3009411224916056
2020-11-12,0.30116781751818494
2020-11-13,0.3012546266353556
2020-11-16,0.30307449107354667
2020-11-17,0.29225684321176437
2020-11-18,0.2924240640393963
2020-11-19,0.29253714746467174
2020-11-20,0.2954479531596176
2020-11-23,0.29698624052208705
2020-11-24,0.2971087696582094
2020-11-25,0.2967601770484158
2020-11-26,0.24011129692323754
2020-11-27,0.2322857263745186
2020-11-30,0.21745718729257527
2020-12-01,0.22151486182782865
2020-12-02,0.2139500969953918
2020-12-03,0.18290983073690886
2020-12-04,0.1681580770357191
2020-12-07,0.16735390347973267
2020-12-08,0.1587250724863938
2020-12-09,0.16563363048333332
2020-12-10,0.16059534762015773
2020-12-11,0.15842142182139782
2020-12-14,0.1582545892458251
2020-12-15,0.15708662897301204
2020-12-16,0.15712156859407916
2020-12-17,0.1559719096298331
2020-12-18,0.1565513212799813
2020-12-21,0.1480027383404924
2020-12-22,0.14797435415772978
2020-12-23,0.12662602012387003
2020-12-24,0.12672487635431237
2020-12-25,0.12672487635431237
2020-12-28,0.1357363671852753
2020-12-29,0.1267075524429846
2020-12-30,0.1131410628746323
2020-12-31,0.11147132325343959
2021-01-01,0.11149568862601475
2021-01-04,0.11388408647106084
2021-01-05,0.11698748204956576
2021-01-06,0.11809388537290123
2021-01-07,0.1335748926355707
2021-01-08,0.13618921465178752
2021-01-11,0.14662568432921264
2021-01-12,0.14664201422398693
2021-01-13,0.144760421091279
2021-01-14,0.14944878818824106
2021-01-15,0.15648788628042465
2021-01-18,0.15631236667883674
2021-01-19,0.1624341308242221
2021-01-20,0.17332299617347882
2021-01-21,0.17382401991099547
2021-01-22,0.17527077244993033
2021-01-25,0.17514323246204372
2021-01-26,0.17029406963006408
2021-01-27,0.19545067517828776
2021-01-28,0.19537668126419638
2021-01-29,0.21293634437720008
2021-02-01,0.2258542996620608
2021-02-02,0.22952374341307752
2021-02-03,0.2282275910925814
2021-02-04,0.2267028427339178
2021-02-05,0.20357373921627042
2021-02-08,0.20405132948998947
2021-02-09,0.19676937948696444
2021-02-10,0.19692599408452807
2021-02-11,0.1966148568857201
2021-02-12,0.19308434979246542
2021-02-15,0.18638181739044293
2021-02-16,0.186023797689472
2021-02-17,0.18128510297319175
2021-02-18,0.16926040185710595
2021-02-19,0.1694463690632468
2021-02-22,0.1804573238133566
2021-02-23,0.17877050111675677
2021-02-24,0.18507129668379665
2021-02-25,0.20880272820235668
2021-02-26,0.2089257025959775
2021-03-01,0.21329864043644997
2021-03-02,0.20910347832835552
2021-03-03,0.21072077903500241
2021-03-04,0.20952301824358308
2021-03-05,0.21598635889838338
2021-03-08,0.23176370255971565
2021-03-09,0.2604250184665476
2021-03-10,0.2605916487047941
2021-03-11,0.27155774437666214
2021-03-12,0.2719264510176951
2021-03-15,0.2726003068604953
2021-03-16,0.2725854971874802
2021-03-17,0.27344214211667794
2021-03-18,0.28759802589698286
2021-03-19,0.2883913566596326
2021-03-22,0.2901525946362306
2021-03-23,0.28403514169070965
2021-03-24,0.2873955898324567
2021-03-25,0.2826272420836259
2021-03-26,0.25321305048536463
2021-03-29,0.25323213233271824
2021-03-30,0.23363453386593422
2021-03-31,0.23112881680645414
2021-04-01,0.22400361517964615
2021-04-02,0.22174924123667245
2021-04-05,0.22637133933645162
2021-04-06,0.20179801202345973
2021-04-07,0.17125532220614245
2021-04-08,0.1715726792028458
2021-04-09,0.16132806081977064
2021-04-12,0.1592994521791801
2021-04-13,0.16365101920565803
2021-04-14,0.17295710265047903
2021-04-15,0.18089121005064615
2021-04-16,0.14601385073282883
2021-04-19,0.15453973311886648
2021-04-20,0.15701771379209867
2021-04-21,0.15633701825967808
2021-04-22,0.1633926428905899
2021-04-23,0.16728687724852065
2021-04-26,0.1667015378076568
2021-04-27,0.1692011992012196
2021-04-28,0.1676452330491816
2021-04-29,0.16633919013580392
2021-04-30,0.16518934519040854
2021-05-03,0.1663600579183043
2021-05-04,0.16153694020965767
2021-05-05,0.1599368079907084
2021-05-06,0.16014387347429343
2021-05-07,0.16049773502357711
2021-05-10,0.18103031537630354
2021-05-11,0.1828527080145494
2021-05-12,0.18962648423116096
2021-05-13,0.18668553612185831
2021-05-14,0.19356319204592393
2021-05-17,0.1935619536982657
2021-05-18,0.1940042281920384
2021-05-19,0.19342902470509848
2021-05-20,0.19782769797501693
2021-05-21,0.18835688044809362
2021-05-24,0.19412254819033184
2021-05-25,0.19316531970028455
2021-05-26,0.19327244419139286
2021-05-27,0.19298316393083761
2021-05-28,0.18900963814452318
2021-05-31,0.18766269043901898
2021-06-01,0.18760705876598957
2021-06-02,0.1823496553589614
2021-06-03,0.18505799957796332
2021-06-04,0.19049557812757154
2021-06-07,0.18905344079956043
2021-06-08,0.1669999623144922
2021-06-09,0.16245944994906816
2021-06-10,0.13664217009130086
2021-06-11,0.13682643607293685
2021-06-14,0.11728001849286149
2021-06-15,0.11895831000227568
2021-06-16,0.1097985711941436
2021-06-17,0.10828025732274918
2021-06-18,0.1108885531100804
2021-06-21,0.11339886608395813
2021-06-22,0.09882044043300962
2021-06-23,0.09920275382467192
2021-06-24,0.09978654492421199
2021-06-25,0.10031392978035084
2021-06-28,0.1055084523537289
2021-06-29,0.10620259316419063
2021-06-30,0.10649564963158757
2021-07-01,0.10676152686997871
2021-07-02,0.1013652766395429
2021-07-05,0.09249426492751064
2021-07-06,0.09306654978656877
2021-07-07,0.09483537666261113
2021-07-08,0.10005170089647959
2021-07-09,0.10264837713280395
2021-07-12,0.10534925558782787
2021-07-13,0.10726911754503135
2021-07-14,0.10838330309496669
2021-07-15,0.11484653735803171
2021-07-16,0.1271441259106167
2021-07-19,0.13069372044704222
2021-07-20,0.13267561214614487
2021-07-21,0.13356070120130203
2021-07-22,0.13261083059056444
2021-07-23,0.13561119301650232
2021-07-26,0.1357982668082752
2021-07-27,0.136662983622978
2021-07-28,0.13708535884576795
2021-07-29,0.13737590266203337
2021-07-30,0.14147343538607143
2021-08-02,0.13659811658641768
2021-08-03,0.13906964948633962
2021-08-04,0.13907488883556887
2021-08-05,0.13979832097082479
2021-08-06,0.13697444839220912
2021-08-09,0.13332932010103649
2021-08-10,0.1287558702231228
2021-08-11,0.1281127442960194
2021-08-12,0.12901663793732573
2021-08-13,0.12443178660877761
2021-08-16,0.11143598067254723
2021-08-17,0.10982036099539771
2021-08-18,0.10944730543176891
2021-08-19,0.10177914011369729
2021-08-20,0.11045108479394727
2021-08-23,0.12391450668379694
2021-08-24,0.12292003688932353
2021-08-25,0.11575397116075956
2021-08-26,0.11833184279829864
2021-08-27,0.1252882649739535
2021-08-30,0.12020983112665636
2021-08-31,0.12157734004831516
2021-09-01,0.12016097899267571
2021-09-02,0.11999718786277377
2021-09-03,0.11935839274898188
2021-09-06,0.11930259816047886
2021-09-07,0.11932289190554632
2021-09-08,0.1223665248495131
2021-09-09,0.12277954641046011
2021-09-10,0.1281967895373755
2021-09-13,0.1299661457918333
2021-09-14,0.1302283319362948
2021-09-15,0.1240500096500659
2021-09-16,0.11823113282112903
2021-09-17,0.1266600159217574
2021-09-20,0.15381362251412814
2021-09-21,0.13723321487911813
2021-09-22,0.14148161640668114
2021-09-23,0.14793414644750996
2021-09-24,0.14729292812688233
2021-09-27,0.1401049690805992
2021-09-28,0.1585874317233251
2021-09-29,0.158506191379616
2021-09-30,0.1600265727113013
2021-10-01,0.1674424980782526
2021-10-04,0.17772248016288775
2021-10-05,0.18712499904350585
2021-10-06,0.1871526253301015
2021-10-07,0.18995581434096726
2021-10-08,0.18988616069984526
2021-10-11,0.18797154876898203
2021-10-12,0.18625099243050527
2021-10-13,0.18634286778082387
2021-10-14,0.1962297511374608
2021-10-15,0.20035774232488154
2021-10-18,0.19972672247449094
2021-10-19,0.17269434420878294
2021-10-20,0.1727135672274644
2021-10-21,0.1716777335704702
2021-10-22,0.17084313431008488
2021-10-25,0.17697070205197393
2021-10-26,0.17867892814249986
2021-10-27,0.15045854140074738
2021-10-28,0.15263939266403534
2021-10-29,0.14570613922615924
2021-11-01,0.1434636605952872
2021-11-02,0.11514927693742465
2021-11-03,0.11155338667999459
2021-11-04,0.11547994056838327
2021-11-05,0.11546764835548631
2021-11-08,0.11626050095254561
2021-11-09,0.1213827239329621
2021-11-10,0.13470144246190385
2021-11-11,0.13456993987804072
2021-11-12,0.12352532998642511
2021-11-15,0.1230561178591694
2021-11-16,0.12020605165792313
2021-11-17,0.12081378389714925
2021-11-18,0.12688986433001279
2021-11-19,0.12652414551788305
2021-11-22,0.12481858802674015
2021-11-23,0.11781059824946724
2021-11-24,0.11588446234054821
2021-11-25,0.1163261564604978
2021-11-26,0.15336460640139357
2021-11-29,0.17004727155653404
2021-11-30,0.17806864791714747
2021-12-01,0.1873892347749678
2021-12-02,0.18582228390127703
2021-12-03,0.18823438460656472
2021-12-06,0.19236588209482744
2021-12-07,0.2190783262428396
2021-12-08,0.21636512541136382
2021-12-09,0.21543453859587794
2021-12-10,0.2162477460107714
2021-12-13,0.2268589859195959
2021-12-14,0.2274071050434713
2021-12-15,0.24030989189077734
2021-12-16,0.25426008440945286
2021-12-17,0.24929321041603023
2021-12-20,0.25214350221530407
2021-12-21,0.26782080254650276
2021-12-22,0.27420135133139123
2021-12-23,0.2757278377557516
2021-12-24,0.2757278377557516
2021-12-27,0.26246509167335536
2021-12-28,0.2506897330884737
2021-12-29,0.24532936325007193
2021-12-30,0.2386029198900941
2021-12-31,0.23973240702040605
2022-01-03,0.24262077658243725
2022-01-04,0.2435495236102819
2022-01-05,0.2461208806938383
2022-01-06,0.2452111206752195
2022-01-07,0.24350354153092052
2022-01-10,0.24276541472925217
2022-01-11,0.2377901985132534
2022-01-12,0.2380749947653655
2022-01-13,0.24457276851297602
2022-01-14,0.23101057840018177
2022-01-17,0.22818675791458815
2022-01-18,0.23748195012995346
2022-01-19,0.22512242673138833
2022-01-20,0.21868680037885332
2022-01-21,0.23022498132635558
2022-01-24,0.2310440029081146
2022-01-25,0.2202955534520669
2022-01-26,0.2241127556383843
2022-01-27,0.22608105178731194
2022-01-28,0.2500180011496803
2022-01-31,0.2818257703069704
2022-02-01,0.26752166672582706
2022-02-02,0.2707357957175688
2022-02-03,0.26980384834576693
2022-02-04,0.27734895955371885
2022-02-07,0.2773270413223517
2022-02-08,0.27854115899484033
2022-02-09,0.2813948130801969
2022-02-10,0.2868257867493876
2022-02-11,0.28810893620211214
2022-02-14,0.28716144298828755
2022-02-15,0.29982808932891586
2022-02-16,0.2896768062767403
2022-02-17,0.3085785206859804
2022-02-18,0.3092033731406149
2022-02-21,0.29438919419606735
2022-02-22,0.29762879497654154
2022-02-23,0.3062369941889784
2022-02-24,0.31921928192145266
2022-02-25,0.3219709539988351
2022-02-28,0.310641678769472
2022-03-01,0.2899214748875177
2022-03-02,0.29530201085113833
2022-03-03,0.294795674743551
2022-03-04,0.28109780473347606
2022-03-07,0.2968473978885711
2022-03-08,0.296847875863738
2022-03-09,0.31945052157812803
2022-03-10,0.3102118687183459
2022-03-11,0.3121185788902871
2022-03-14,0.3046968393822631
2022-03-15,0.32192604804743286
2022-03-16,0.3349768309131298
2022-03-17,0.3410988387724016
2022-03-18,0.3300903928341346
2022-03-21,0.32650855257734335
2022-03-22,0.33160596635143025
2022-03-23,0.32858651522318116
2022-03-24,0.316328241875028
2022-03-25,0.30814745167340923
2022-03-28,0.30515686163037054
2022-03-29,0.30549288168804933
2022-03-30,0.2988340719598433
2022-03-31,0.3063763917144774
2022-04-01,0.3001691561619437
2022-04-04,0.30226925641924085
2022-04-05,0.2760069599542863
2022-04-06,0.2936236800319902
2022-04-07,0.2775288888615533
2022-04-08,0.2804101701924617
2022-04-11,0.29019992356516905
2022-04-12,0.28006997671904416
2022-04-13,0.2707216448888211
2022-04-14,0.2595050025018007
2022-04-15,0.25285836496799946
2022-04-18,0.242129450117276
2022-04-19,0.24964034959983109
2022-04-20,0.24536320449067306
2022-04-21,0.2538434005868715
2022-04-22,0.249416737600143
2022-04-25,0.25148869573627897
2022-04-26,0.27446318672335573
2022-04-27,0.2687490494249982
2022-04-28,0.3076915585705663
2022-04-29,0.32162456232200726
2022-05-02,0.333690933132274
2022-05-03,0.32235534931689924
2022-05-04,0.3492336082964501
2022-05-05,0.3781512601217269
2022-05-06,0.3771825297140171
2022-05-09,0.4025331063888676
2022-05-10,0.39763308617668375
2022-05-11,0.4064575137280349
2022-05-12,0.3991177912866762
2022-05-13,0.42459963711492876
2022-05-16,0.4244488576681769
2022-05-17,0.43674632501157623
2022-05-18,0.4517560959595714
2022-05-19,0.45083707000538226
2022-05-20,0.44778837046049547
2022-05-23,0.4525107805885528
2022-05-24,0.45660594876355753
2022-05-25,0.44331643950282273
2022-05-26,0.45656468918987875
2022-05-27,0.4533882872334551
2022-05-30,0.43575112433247076
2022-05-31,0.4298809874206484
2022-06-01,0.429578171944519
2022-06-02,0.4220099256147983
2022-06-03,0.3990687099259259
2022-06-06,0.4000291305688024
2022-06-07,0.3641911049871912
2022-06-08,0.36374312983196044
2022-06-09,0.36129546786127004
2022-06-10,0.3872690680797219
2022-06-13,0.4027427364845254
2022-06-14,0.40240853017158384
2022-06-15,0.40178209311648877
2022-06-16,0.39434852149356053
2022-06-17,0.39517250408516186
2022-06-20,0.3948439299566338
2022-06-21,0.4064890542121749
2022-06-22,0.3972079840854505
2022-06-23,0.3926640230715964
2022-06-24,0.399471730181152
2022-06-27,0.3811845762679218
2022-06-28,0.3908586467302162
2022-06-29,0.39071313954881304
2022-06-30,0.3944007899011074
2022-07-01,0.3798378361009204
2022-07-04,0.36933061964328684
2022-07-05,0.37318762949736833
2022-07-06,0.3713349894461569
2022-07-07,0.3853138823506321
2022-07-08,0.37448323750982493
2022-07-11,0.3615701097773016
2022-07-12,0.31411311189047536
2022-07-13,0.31439920995619364
2022-07-14,0.30111217439983473
2022-07-15,0.27506573334682033
2022-07-18,0.2756062413475497
2022-07-19,0.294922756834442
2022-07-20,0.2760098596199259
2022-07-21,0.27707992424780525
2022-07-22,0.29053669858879055
2022-07-25,0.2655062148734223
2022-07-26,0.27872059229653734
2022-07-27,0.2976230185710198
2022-07-28,0.29719510866775617
2022-07-29,0.29229210352530977
2022-08-01,0.29470522407199473
2022-08-02,0.2955439605196292
2022-08-03,0.2987833074063193
2022-08-04,0.2995700401434486
2022-08-05,0.2927920561191941
2022-08-08,0.2947896280089411
2022-08-09,0.27581024669661014
2022-08-10,0.2850845926375881
2022-08-11,0.2855862619839896
2022-08-12,0.2889195234761886
2022-08-15,0.28163583449393326
2022-08-16,0.2812868352798776
2022-08-17,0.26875149991619113
2022-08-18,0.2662374055800174
2022-08-19,0.2767467641638576
2022-08-22,0.27930491439449884
2022-08-23,0.27893173160410106
2022-08-24,0.26231818567016507
2022-08-25,0.22656881744319507
2022-08-26,0.2687692269706736
2022-08-29,0.25574773196074696
2022-08-30,0.2595988711573912
2022-08-31,0.2598631357031906
2022-09-01,0.24584903790980403
2022-09-02,0.24804149026044903
2022-09-05,0.24796004919816958
2022-09-06,0.24779551740977324
2022-09-07,0.2565357228031305
2022-09-08,0.23170763201412475
2022-09-09,0.2469876737874021
2022-09-12,0.23612404004304044
2022-09-13,0.283178935985636
2022-09-14,0.2860648383348375
2022-09-15,0.2860933815084913
2022-09-16,0.2845137651627737
2022-09-19,0.2824394807654051
2022-09-20,0.273698347860305
2022-09-21,0.2786230289821449
2022-09-22,0.2780315064653904
2022-09-23,0.27064651421891284
2022-09-26,0.2428280347678466
2022-09-27,0.24418887676076745
2022-09-28,0.2587764209597041
2022-09-29,0.2748688678810083
2022-09-30,0.27721601842231625
2022-10-03,0.2864472022184262
2022-10-04,0.31139002208398364
2022-10-05,0.31112592398932354
2022-10-06,0.30463565553645944
2022-10-07,0.3293202576787677
2022-10-10,0.3158794779461526
2022-10-11,0.30942623584018475
2022-10-12,0.2717984000628804
2022-10-13,0.29156936044102333
2022-10-14,0.3052361714241913
2022-10-17,0.34567239739151534
2022-10-18,0.344797337634301
2022-10-19,0.34418535222270996
2022-10-20,0.3390372560345994
2022-10-21,0.3491513098979561
2022-10-24,0.34095435449449063
2022-10-25,0.3457079396379966
2022-10-26,0.3548564348687686
2022-10-27,0.3507685675939111
2022-10-28,0.3415615199968908
2022-10-31,0.34148802812755896
2022-11-01,0.3381635336426087
2022-11-02,0.33709206371355244
2022-11-03,0.33885776528137174
2022-11-04,0.3446775036436765
2022-11-07,0.3172723028637661
2022-11-08,0.314634786658687
2022-11-09,0.3250732817155588
2022-11-10,0.36927263568772417
2022-11-11,0.36228258410153374
2022-11-14,0.3455523838207847
2022-11-15,0.3169053249941763
2022-11-16,0.32014038550036383
2022-11-17,0.32097884275772315
2022-11-18,0.31996755993081893
2022-11-21,0.3153235670488341
2022-11-22,0.3211070391933276
2022-11-23,0.3177568226531714
2022-11-24,0.3097186261681157
2022-11-25,0.30501836876556576
2022-11-28,0.3006459443933836
2022-11-29,0.29736126094596504
2022-11-30,0.3398459712229608
2022-12-01,0.31580213457738165
2022-12-02,0.31122584913000567
2022-12-05,0.32024271858608366
2022-12-06,0.3307872944326288
2022-12-07,0.33140416111198506
2022-12-08,0.3184132518749424
2022-12-09,0.2643135791000158
2022-12-12,0.2583446583167792
2022-12-13,0.25892108945559716
2022-12-14,0.2579262991979314
2022-12-15,0.27355863840178324
2022-12-16,0.2749973238507041
2022-12-19,0.2781494750538379
2022-12-20,0.27169940077463084
2022-12-21,0.268875703955027
2022-12-22,0.27908147292092456
2022-12-23,0.2807812085272889
2022-12-26,0.28114848452254443
2022-12-27,0.28766607681752787
2022-12-28,0.28783319433862253
2022-12-29,0.24905128242691368
2022-12-30,0.25018417180793256
2023-01-02,0.2506935305315824
2023-01-03,0.24668083728947346
2023-01-04,0.23783882804866263
2023-01-05,0.2416389774208268
2023-01-06,0.2508459748128716
2023-01-09,0.25642502426310004
2023-01-10,0.25772515807534585
2023-01-11,0.26797632714003566
2023-01-12,0.2699159493670763
2023-01-13,0.2510874283839524
2023-01-16,0.24769769878015302
2023-01-17,0.2420717174489586
2023-01-18,0.24898901083316474
2023-01-19,0.2447754425603991
2023-01-20,0.2341750107396089
2023-01-23,0.2445017989753716
2023-01-24,0.2443420249324019
2023-01-25,0.22098441008882896
2023-01-26,0.23171017918180425
2023-01-27,0.2234483138312042
2023-01-30,0.2519192713573777
2023-01-31,0.25592627596762724
2023-02-01,0.2453172348903642
2023-02-02,0.2515566370633381
2023-02-03,0.2439724050308454
2023-02-06,0.24296044067394074
2023-02-07,0.24863108554614305
2023-02-08,0.2585942388957871
2023-02-09,0.25937518300738405
2023-02-10,0.26327474632992404
2023-02-13,0.2640997856041788
2023-02-14,0.2638473578715873
2023-02-15,0.26394873384580725
2023-02-16,0.2721050664364609
2023-02-17,0.27320578842980503
2023-02-20,0.2590028101254582
2023-02-21,0.2658712531237644
2023-02-22,0.26593320836468654
2023-02-23,0.2676281021561639
2023-02-24,0.2543142804570469
2023-02-27,0.24680605580511883
2023-02-28,0.2262834708013343
2023-03-01,0.2187143607007796
2023-03-02,0.20810529640607087
2023-03-03,0.20776599073732852
2023-03-06,0.20542995800012448
2023-03-07,0.21168552890798079
2023-03-08,0.1918486823966915
2023-03-09,0.20309701729980448
2023-03-10,0.20322588751710544
2023-03-13,0.20414404586044732
2023-03-14,0.22679954210124156
2023-03-15,0.22218431085992638
2023-03-16,0.24393400690670408
2023-03-17,0.233752333256186
2023-03-20,0.23390157884664162
2023-03-21,0.2511598080524566
2023-03-22,0.24175275426879647
2023-03-23,0.24238781232818826
2023-03-24,0.23961178397977345
2023-03-27,0.2328102273112625
2023-03-28,0.23360017173115064
2023-03-29,0.2377864683080476
2023-03-30,0.23473027507662284
2023-03-31,0.24037420179045835
2023-04-03,0.22797073002535298
2023-04-04,0.22877103809237456
2023-04-05,0.22276015217775175
2023-04-06,0.2232364659230651
2023-04-07,0.20129786526751406
2023-04-10,0.19724516526604383
2023-04-11,0.20015055399154646
2023-04-12,0.1837057284168959
2023-04-13,0.19191771243977176
2023-04-14,0.17152681483701812
2023-04-17,0.16537415362454574
2023-04-18,0.16509633029478749
2023-04-19,0.14203982336478346
2023-04-20,0.14485703692329305
2023-04-21,0.1431875307324593
2023-04-24,0.14312524855069508
2023-04-25,0.15846822446692266
2023-04-26,0.1565654240947194
2023-04-27,0.1813488224226925
2023-04-28,0.18037576474116357
2023-05-01,0.1695411484147734
2023-05-02,0.17431254374012092
2023-05-03,0.17611851763134928
2023-05-04,0.1757037639232637
2023-05-05,0.19193153847646818
2023-05-08,0.1925435040375595
2023-05-09,0.19340846605621265
2023-05-10,0.19494038709425762
2023-05-11,0.1920026805685626
2023-05-12,0.18155710126834126
2023-05-15,0.1814093140953018
2023-05-16,0.1811825746861657
2023-05-17,0.1928952017880428
2023-05-18,0.1979189118944047
2023-05-19,0.18695260461514407
2023-05-22,0.18707291695472786
2023-05-23,0.19163339721617612
2023-05-24,0.17628089229823254
2023-05-25,0.17955517279306116
